,title,year,runtime_minutes,genres,average_rating,domestic_gross,foreign_gross,total_gross,genre_1,genre_2,genre_3
2514,My Golden Days,2015,123.0,Drama,6.8,269000.0,0.0,269000.0,Drama,,
3007,My Hero Academia: Two Heroes,2018,96.0,"Action,Adventure,Animation",7.8,5800000.0,0.0,5800000.0,Action,Adventure,Animation
1005,My Joy,2010,127.0,"Adventure,Drama",6.9,6300.0,0.0,6300.0,Adventure,Drama,
1822,My Life as a Zucchini,2016,66.0,"Animation,Comedy,Drama",7.8,310000.0,0.0,310000.0,Animation,Comedy,Drama
2536,My Little Pony: The Movie,2017,99.0,"Adventure,Animation,Comedy",6.1,21900000.0,38400000.0,60300000.0,Adventure,Animation,Comedy
1611,My Lucky Star,2013,114.0,"Action,Adventure,Comedy",5.1,64400.0,0.0,64400.0,Action,Adventure,Comedy
2142,My Old Lady,2014,107.0,"Comedy,Drama,Romance",6.3,4000000.0,0.0,4000000.0,Comedy,Drama,Romance
999,My Piece of the Pie,2011,109.0,"Comedy,Drama",5.8,6900.0,0.0,6900.0,Comedy,Drama,
2754,My Scientology Movie,2015,99.0,Documentary,6.7,22900.0,0.0,22900.0,Documentary,,
119,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",4.8,14700000.0,6200000.0,20900000.0,Horror,Mystery,Thriller
1026,My Week with Marilyn,2011,99.0,"Biography,Drama",7.0,14600000.0,20500000.0,35100000.0,Biography,Drama,
1146,My Worst Nightmare,2011,103.0,"Comedy,Drama,Romance",6.0,22000.0,7100000.0,7122000.0,Comedy,Drama,Romance
361,Mysteries of Lisbon,2010,272.0,"Drama,Mystery,Romance",7.5,111000.0,14900.0,125900.0,Drama,Mystery,Romance
2805,Naam Hai Akira,2016,137.0,"Action,Thriller",5.9,219000.0,3500000.0,3719000.0,Action,Thriller,
3002,Namaste England,2018,141.0,"Comedy,Drama,Romance",1.6,104000.0,0.0,104000.0,Comedy,Drama,Romance
3003,Namiya,2017,116.0,"Drama,Fantasy",5.0,70800.0,35300000.0,35370800.0,Drama,Fantasy,
584,Nanny McPhee Returns,2010,109.0,"Comedy,Family,Fantasy",6.1,29000000.0,64200000.0,93200000.0,Comedy,Family,Fantasy
2229,Nasty Baby,2015,101.0,Drama,5.6,79800.0,0.0,79800.0,Drama,,
1296,Nebraska,2013,115.0,"Adventure,Comedy,Drama",7.7,17700000.0,10000000.0,27700000.0,Adventure,Comedy,Drama
1869,Need for Speed,2014,132.0,"Action,Crime,Thriller",6.5,43600000.0,159700000.0,203300000.0,Action,Crime,Thriller
2786,Neerja,2016,122.0,"Biography,Drama,Thriller",7.7,1600000.0,16000000.0,17600000.0,Biography,Drama,Thriller
1524,Neighbors,2018,90.0,"Comedy,Drama",7.6,150200000.0,120500000.0,270700000.0,Comedy,Drama,
1523,Neighbors,2014,97.0,Comedy,6.3,150200000.0,120500000.0,270700000.0,Comedy,,
2599,Neighbors 2: Sorority Rising,2016,92.0,Comedy,5.7,55500000.0,52600000.0,108100000.0,Comedy,,
1559,Neil Young Journeys,2011,87.0,"Documentary,Music",6.5,215000.0,0.0,215000.0,Documentary,Music,
2595,Neither Heaven Nor Earth,2015,100.0,"Drama,Fantasy,Mystery",6.3,12800.0,0.0,12800.0,Drama,Fantasy,Mystery
2706,Neon Bull,2015,101.0,Drama,6.8,26700.0,0.0,26700.0,Drama,,
2364,Neruda,2014,100.0,"Action,Drama,History",5.1,939000.0,0.0,939000.0,Action,Drama,History
2365,Neruda,2016,107.0,"Biography,Crime,Drama",6.9,939000.0,0.0,939000.0,Biography,Crime,Drama
1226,Nerve,2015,62.0,"Documentary,History",6.2,38600000.0,46700000.0,85300000.0,Documentary,History,
1225,Nerve,2016,96.0,"Action,Adventure,Crime",6.5,38600000.0,46700000.0,85300000.0,Action,Adventure,Crime
1224,Nerve,2013,86.0,"Drama,Mystery,Thriller",4.6,38600000.0,46700000.0,85300000.0,Drama,Mystery,Thriller
1223,Nerve,2011,83.0,"Comedy,Drama",6.8,38600000.0,46700000.0,85300000.0,Comedy,Drama,
472,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,2400000.0,7000000.0,9400000.0,Drama,Romance,Sci-Fi
2791,Never Look Away,2018,189.0,"Drama,History,Romance",7.7,1300000.0,0.0,1300000.0,Drama,History,Romance
883,New Year's Eve,2011,113.0,"Comedy,Romance",5.7,54500000.0,87500000.0,142000000.0,Comedy,Romance,
2285,Next Time I'll Aim for the Heart,2014,111.0,"Crime,Drama,Thriller",6.4,800.0,0.0,800.0,Crime,Drama,Thriller
2986,"Nico, 1988",2017,93.0,"Biography,Drama,Music",6.8,73300.0,0.0,73300.0,Biography,Drama,Music
1560,Night Moves,2013,112.0,"Action,Drama,Thriller",6.0,272000.0,0.0,272000.0,Action,Drama,Thriller
2058,Night at the Museum: Secret of the Tomb,2014,98.0,"Adventure,Comedy,Family",6.2,113700000.0,249500000.0,363200000.0,Adventure,Comedy,Family
2125,Nightcrawler,2014,117.0,"Crime,Drama,Thriller",7.9,32400000.0,6300000.0,38700000.0,Crime,Drama,Thriller
2901,"No Date, No Signature",2017,104.0,"Drama,Mystery,Thriller",7.2,36400.0,0.0,36400.0,Drama,Mystery,Thriller
1237,No Escape,2015,103.0,"Action,Thriller",6.8,27300000.0,27100000.0,54400000.0,Action,Thriller,
1167,No One Killed Jessica,2011,136.0,"Biography,Crime,Drama",7.2,441000.0,193000.0,634000.0,Biography,Crime,Drama
1212,No One Lives,2012,86.0,"Horror,Thriller",6.0,74900.0,0.0,74900.0,Horror,Thriller,
608,No Problem,2010,139.0,"Action,Comedy,Crime",4.2,285000.0,369000.0,654000.0,Action,Comedy,Crime
571,No Strings Attached,2011,108.0,"Comedy,Romance",6.2,70700000.0,78600000.0,149300000.0,Comedy,Romance,
2400,No Tears for the Dead,2014,116.0,"Action,Thriller",6.8,63100.0,0.0,63100.0,Action,Thriller,
224,Noah,2011,105.0,"Drama,Thriller",6.5,101200000.0,261399999.0,362599999.0,Drama,Thriller,
222,Noah,2012,105.0,Animation,5.6,101200000.0,261399999.0,362599999.0,Animation,,
223,Noah,2014,138.0,"Action,Adventure,Drama",5.8,101200000.0,261399999.0,362599999.0,Action,Adventure,Drama
2026,Noble,2014,100.0,"Biography,Drama",6.8,347000.0,0.0,347000.0,Biography,Drama,
3017,Nobody's Fool,2018,110.0,"Comedy,Drama,Romance",4.6,31700000.0,1800000.0,33500000.0,Comedy,Drama,Romance
2620,Nocturnal Animals,2016,116.0,"Drama,Thriller",7.5,10700000.0,19600000.0,30300000.0,Drama,Thriller,
1548,Non-Stop,2014,106.0,"Action,Mystery,Thriller",7.0,92200000.0,130600000.0,222800000.0,Action,Mystery,Thriller
873,Norm of the North,2016,90.0,"Adventure,Animation,Comedy",3.6,17100000.0,0.0,17100000.0,Adventure,Animation,Comedy
948,North Sea Texas,2011,98.0,"Drama,Romance",7.2,28300.0,16700.0,45000.0,Drama,Romance,
2662,Northern Limit Line,2015,130.0,"Drama,War",6.6,338000.0,0.0,338000.0,Drama,War,
1328,Northern Soul,2014,102.0,"Drama,Music",6.4,8900.0,0.0,8900.0,Drama,Music,
392,Norwegian Wood,2010,133.0,"Drama,Romance",6.4,13000.0,17600000.0,17613000.0,Drama,Romance,
796,Nostalgia for the Light,2010,90.0,Documentary,7.6,164000.0,13700.0,177700.0,Documentary,,
1062,Now You See Me,2012,98.0,"Drama,Horror,Thriller",7.0,117700000.0,234000000.0,351700000.0,Drama,Horror,Thriller
1061,Now You See Me,2013,115.0,"Crime,Mystery,Thriller",7.3,117700000.0,234000000.0,351700000.0,Crime,Mystery,Thriller
2223,Now You See Me 2,2016,129.0,"Action,Adventure,Comedy",6.5,65099999.0,269800000.0,334899999.0,Action,Adventure,Comedy
2768,Oasis: Supersonic,2016,122.0,"Biography,Documentary,Music",7.9,243000.0,0.0,243000.0,Biography,Documentary,Music
702,Oblivion,2013,124.0,"Action,Adventure,Sci-Fi",7.0,89100000.0,197100000.0,286200000.0,Action,Adventure,Sci-Fi
703,Oblivion,2011,116.0,Thriller,8.0,89100000.0,197100000.0,286200000.0,Thriller,,
2144,Obvious Child,2014,84.0,"Comedy,Drama,Romance",6.8,3100000.0,0.0,3100000.0,Comedy,Drama,Romance
1901,Oculus,2013,104.0,"Horror,Mystery",6.5,27700000.0,16300000.0,44000000.0,Horror,Mystery,
2452,Ode to My Father,2014,126.0,"Drama,War",7.8,2300000.0,0.0,2300000.0,Drama,War,
859,Of Gods and Men,2010,122.0,"Drama,History",7.2,4000000.0,38200000.0,42200000.0,Drama,History,
2213,Of Horses and Men,2013,81.0,"Comedy,Drama,Romance",6.8,11900.0,0.0,11900.0,Comedy,Drama,Romance
1126,Office Christmas Party,2016,105.0,Comedy,5.8,54800000.0,59700000.0,114500000.0,Comedy,,
2918,Oh Lucy!,2017,95.0,"Comedy,Drama",6.8,375000.0,0.0,375000.0,Comedy,Drama,
1800,Olympus Has Fallen,2013,119.0,"Action,Thriller",6.5,98900000.0,71300000.0,170200000.0,Action,Thriller,
2114,Omar,2013,96.0,"Crime,Drama,Romance",7.5,356000.0,0.0,356000.0,Crime,Drama,Romance
1785,On My Way,2013,116.0,"Comedy,Drama",6.4,317000.0,0.0,317000.0,Comedy,Drama,
2653,On the Basis of Sex,2018,120.0,"Biography,Drama",6.9,24600000.0,13600000.0,38200000.0,Biography,Drama,
1446,On the Other Side of the Tracks,2012,96.0,"Action,Comedy,Crime",5.8,9600.0,25100000.0,25109600.0,Action,Comedy,Crime
2,On the Road,2014,89.0,Drama,6.0,744000.0,8000000.0,8744000.0,Drama,,
3,On the Road,2016,121.0,Drama,5.7,744000.0,8000000.0,8744000.0,Drama,,
1,On the Road,2012,124.0,"Adventure,Drama,Romance",6.1,744000.0,8000000.0,8744000.0,Adventure,Drama,Romance
1305,Once Upon a Time in Anatolia,2011,157.0,"Crime,Drama",7.9,152000.0,1000000.0,1152000.0,Crime,Drama,
298,One Chance,2013,103.0,"Biography,Comedy,Drama",6.8,101000.0,10800000.0,10901000.0,Biography,Comedy,Drama
811,One Day,2018,99.0,Drama,7.2,13800000.0,45500000.0,59300000.0,Drama,,
809,One Day,2016,135.0,"Drama,Romance",7.8,13800000.0,45500000.0,59300000.0,Drama,Romance,
808,One Day,2014,90.0,Family,6.2,13800000.0,45500000.0,59300000.0,Family,,
806,One Day,2011,107.0,"Drama,Romance",7.0,13800000.0,45500000.0,59300000.0,Drama,Romance,
810,One Day,2017,118.0,"Drama,Fantasy",6.6,13800000.0,45500000.0,59300000.0,Drama,Fantasy,
807,One Day,2010,93.0,"Drama,Romance,Sci-Fi",6.0,13800000.0,45500000.0,59300000.0,Drama,Romance,Sci-Fi
2775,One Piece Film: Gold,2016,120.0,"Action,Adventure,Animation",7.3,424000.0,65800000.0,66224000.0,Action,Adventure,Animation
2681,One Week and a Day,2016,98.0,"Comedy,Drama",6.7,41600.0,0.0,41600.0,Comedy,Drama,
897,Only God Forgives,2013,90.0,"Crime,Drama",5.7,779000.0,9900000.0,10679000.0,Crime,Drama,
1135,Only Lovers Left Alive,2013,123.0,"Comedy,Drama,Fantasy",7.3,1900000.0,0.0,1900000.0,Comedy,Drama,Fantasy
2688,Only You,2015,114.0,"Comedy,Romance",5.2,61600.0,0.0,61600.0,Comedy,Romance,
2689,Only You,2018,119.0,"Drama,Romance",6.9,61600.0,0.0,61600.0,Drama,Romance,
1935,Open Windows,2014,100.0,"Crime,Horror,Thriller",5.2,1800.0,0.0,1800.0,Crime,Horror,Thriller
2886,Operation Mekong,2016,124.0,"Action,Adventure,Crime",6.6,800000.0,172300000.0,173100000.0,Action,Adventure,Crime
2960,Operation Red Sea,2018,142.0,"Action,Drama,Thriller",6.7,1500000.0,577700000.0,579200000.0,Action,Drama,Thriller
622,Oranges and Sunshine,2010,105.0,"Drama,History",7.1,143000.0,2400000.0,2543000.0,Drama,History,
2077,Oro,2013,47.0,Documentary,8.7,5500.0,0.0,5500.0,Documentary,,
2078,Oro,2016,110.0,"Crime,Drama,Thriller",6.1,5500.0,0.0,5500.0,Crime,Drama,Thriller
1175,"Oslo, August 31st",2011,95.0,Drama,7.7,101000.0,0.0,101000.0,Drama,,
304,Ouija,2014,89.0,"Horror,Mystery,Thriller",4.5,50900000.0,52700000.0,103600000.0,Horror,Mystery,Thriller
2585,Ouija: Origin of Evil,2016,99.0,"Drama,Horror,Mystery",6.1,35100000.0,46600000.0,81700000.0,Drama,Horror,Mystery
1038,Our Children,2012,111.0,Drama,6.8,23200.0,0.0,23200.0,Drama,,
427,Our Family Wedding,2010,103.0,"Comedy,Romance",4.9,20300000.0,1200000.0,21500000.0,Comedy,Romance,
984,Our Idiot Brother,2011,90.0,"Comedy,Drama",6.4,24800000.0,0.0,24800000.0,Comedy,Drama,
1516,Our Kind of Traitor,2016,108.0,"Crime,Drama,Thriller",6.2,3200000.0,7600000.0,10800000.0,Crime,Drama,Thriller
2718,Our Last Tango,2015,85.0,"Documentary,Musical",7.2,100000.0,0.0,100000.0,Documentary,Musical,
2435,Our Little Sister,2015,127.0,"Drama,Family",7.5,468000.0,0.0,468000.0,Drama,Family,
2973,Our President,2017,119.0,Documentary,5.3,507000.0,0.0,507000.0,Documentary,,
306,Out of the Furnace,2013,116.0,"Crime,Drama,Thriller",6.8,11300000.0,4300000.0,15600000.0,Crime,Drama,Thriller
1441,Overdrive,2017,93.0,"Action,Thriller",5.4,7800.0,0.0,7800.0,Action,Thriller,
2615,Overlord,2018,110.0,"Action,Adventure,Horror",6.7,21700000.0,20000000.0,41700000.0,Action,Adventure,Horror
1047,Pacific Rim,2013,131.0,"Action,Adventure,Sci-Fi",6.9,101800000.0,309200000.0,411000000.0,Action,Adventure,Sci-Fi
241,Paddington,2014,95.0,"Adventure,Comedy,Family",7.2,76300000.0,191800000.0,268100000.0,Adventure,Comedy,Family
2606,Paddington 2,2017,103.0,"Adventure,Comedy,Family",7.9,40900000.0,186400000.0,227300000.0,Adventure,Comedy,Family
2873,Padmaavat,2018,164.0,"Drama,History,Romance",7.0,11800000.0,11100000.0,22900000.0,Drama,History,Romance
1873,Painted Skin: The Resurrection,2012,131.0,"Fantasy,Mystery,Romance",6.3,50400.0,0.0,50400.0,Fantasy,Mystery,Romance
1967,Palo Alto,2013,100.0,Drama,6.2,768000.0,0.0,768000.0,Drama,,
2286,Pan,2015,111.0,"Adventure,Comedy,Family",5.8,35100000.0,93300000.0,128400000.0,Adventure,Comedy,Family
2378,Paper Towns,2015,109.0,"Comedy,Drama,Mystery",6.3,32000000.0,53500000.0,85500000.0,Comedy,Drama,Mystery
946,ParaNorman,2012,92.0,"Adventure,Animation,Comedy",7.0,56000000.0,51100000.0,107100000.0,Adventure,Animation,Comedy
1874,Paradise: Faith,2012,115.0,Drama,6.8,6500.0,0.0,6500.0,Drama,,
1875,Paradise: Hope,2013,92.0,Drama,6.7,6700.0,0.0,6700.0,Drama,,
555,Paradise: Love,2012,120.0,Drama,7.1,24300.0,0.0,24300.0,Drama,,
578,Paranoia,2013,106.0,"Drama,Thriller",5.7,7400000.0,6400000.0,13800000.0,Drama,Thriller,
579,Paranoia,2012,87.0,Thriller,5.3,7400000.0,6400000.0,13800000.0,Thriller,,
768,Paranormal Activity 2,2010,91.0,Horror,5.7,84800000.0,92800000.0,177600000.0,Horror,,
1232,Paranormal Activity 3,2011,83.0,"Horror,Mystery,Thriller",5.8,104000000.0,103000000.0,207000000.0,Horror,Mystery,Thriller
1622,Paranormal Activity 4,2012,88.0,"Horror,Mystery,Thriller",4.6,53900000.0,88900000.0,142800000.0,Horror,Mystery,Thriller
1961,Paranormal Activity: The Ghost Dimension,2015,88.0,"Horror,Mystery,Thriller",4.6,18300000.0,60600000.0,78900000.0,Horror,Mystery,Thriller
1962,Paranormal Activity: The Marked Ones,2014,84.0,"Horror,Mystery,Thriller",5.0,32500000.0,58400000.0,90900000.0,Horror,Mystery,Thriller
196,Parental Guidance,2012,105.0,"Comedy,Family",6.1,77300000.0,42500000.0,119800000.0,Comedy,Family,
2597,Paris Can Wait,2016,92.0,"Comedy,Drama,Romance",5.8,5600000.0,0.0,5600000.0,Comedy,Drama,Romance
1398,Parker,2013,118.0,"Action,Crime,Thriller",6.2,17600000.0,28600000.0,46200000.0,Action,Crime,Thriller
1315,Passion,2010,84.0,"Biography,Documentary",8.4,92200.0,0.0,92200.0,Biography,Documentary,
1316,Passion,2013,95.0,Drama,5.3,92200.0,0.0,92200.0,Drama,,
1314,Passion,2012,102.0,"Drama,Mystery,Thriller",5.3,92200.0,0.0,92200.0,Drama,Mystery,Thriller
1531,Pastorela,2011,88.0,"Comedy,Fantasy",6.2,161000.0,2700000.0,2861000.0,Comedy,Fantasy,
2773,Paterson,2016,118.0,"Comedy,Drama,Romance",7.4,2200000.0,0.0,2200000.0,Comedy,Drama,Romance
1630,Patience (After Sebald),2012,86.0,Documentary,6.9,15900.0,0.0,15900.0,Documentary,,
2627,Patriots Day,2016,133.0,"Action,Crime,Drama",7.4,31900000.0,18700000.0,50600000.0,Action,Crime,Drama
2912,Patti Cake$,2017,109.0,"Drama,Music",6.7,800000.0,682000.0,1482000.0,Drama,Music,
225,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,37400000.0,60600000.0,98000000.0,Adventure,Comedy,Sci-Fi
226,Paul,2016,71.0,Drama,4.8,37400000.0,60600000.0,98000000.0,Drama,,
2318,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",4.4,71000000.0,36600000.0,107600000.0,Action,Comedy,Crime
2998,"Paul, Apostle of Christ",2018,108.0,"Adventure,Biography,Drama",6.7,17600000.0,5500000.0,23100000.0,Adventure,Biography,Drama
1720,Paulette,2012,87.0,"Comedy,Crime",6.6,29500.0,0.0,29500.0,Comedy,Crime,
875,Pawn Sacrifice,2014,115.0,"Biography,Drama,Sport",7.0,2400000.0,3100000.0,5500000.0,Biography,Drama,Sport
1407,Penguins of Madagascar,2014,92.0,"Adventure,Animation,Comedy",6.7,83400000.0,289700000.0,373100000.0,Adventure,Animation,Comedy
1145,People Like Us,2010,55.0,Drama,6.4,12400000.0,0.0,12400000.0,Drama,,
1144,People Like Us,2012,114.0,"Comedy,Drama",7.1,12400000.0,0.0,12400000.0,Comedy,Drama,
2530,People Places Things,2015,85.0,"Comedy,Romance",6.9,67000.0,0.0,67000.0,Comedy,Romance,
2958,Peppermint,2018,101.0,"Action,Crime,Drama",6.5,35400000.0,18400000.0,53800000.0,Action,Crime,Drama
1358,Percy Jackson: Sea of Monsters,2013,106.0,"Adventure,Family,Fantasy",5.8,68600000.0,131300000.0,199900000.0,Adventure,Family,Fantasy
625,Perfect Sense,2011,92.0,"Drama,Romance,Sci-Fi",7.1,3000.0,0.0,3000.0,Drama,Romance,Sci-Fi
2667,Personal Shopper,2016,105.0,"Drama,Horror,Mystery",6.1,1300000.0,0.0,1300000.0,Drama,Horror,Mystery
2182,Personal Tailor,2013,118.0,"Comedy,Drama",5.2,376000.0,115800000.0,116176000.0,Comedy,Drama,
2755,Peter Rabbit,2018,95.0,"Adventure,Animation,Comedy",6.6,115300000.0,236000000.0,351300000.0,Adventure,Animation,Comedy
1363,Phantom Boy,2015,84.0,"Action,Adventure,Animation",6.6,34400.0,0.0,34400.0,Action,Adventure,Animation
2833,Phantom Detective,2016,125.0,"Action,Drama,Mystery",6.4,67100.0,0.0,67100.0,Action,Drama,Mystery
2859,Phantom Thread,2017,130.0,"Drama,Romance",7.5,21200000.0,26600000.0,47800000.0,Drama,Romance,
2832,Phantom of the Theatre,2016,103.0,"Fantasy,Horror,Mystery",5.3,44000.0,0.0,44000.0,Fantasy,Horror,Mystery
2811,Phillauri,2017,138.0,"Comedy,Drama,Fantasy",6.1,468000.0,5000000.0,5468000.0,Comedy,Drama,Fantasy
1941,Philomena,2013,98.0,"Biography,Comedy,Drama",7.6,37700000.0,62400000.0,100100000.0,Biography,Comedy,Drama
1796,Pieta,2012,104.0,"Crime,Drama",7.2,22100.0,3600000.0,3622100.0,Crime,Drama,
2438,Piku,2015,123.0,"Comedy,Drama",7.6,1800000.0,0.0,1800000.0,Comedy,Drama,
630,Pina,2011,103.0,"Documentary,Music",7.7,3500000.0,11100000.0,14600000.0,Documentary,Music,
1871,Pioneer,2013,111.0,Thriller,6.0,6900.0,0.0,6900.0,Thriller,,
43,Piranha 3D,2010,88.0,"Comedy,Horror",5.4,25000000.0,58200000.0,83200000.0,Comedy,Horror,
1131,Piranha 3DD,2012,83.0,"Comedy,Horror",3.7,377000.0,8100000.0,8477000.0,Comedy,Horror,
1245,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,"Action,Adventure,Fantasy",6.6,172600000.0,622300000.0,794900000.0,Action,Adventure,Fantasy
423,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",6.6,241100000.0,804600000.0,1045700000.0,Action,Adventure,Fantasy
1501,Pitch Perfect,2012,112.0,"Comedy,Music,Romance",7.2,65000000.0,50300000.0,115300000.0,Comedy,Music,Romance
2113,Pitch Perfect 2,2015,115.0,"Comedy,Music",6.4,184300000.0,103200000.0,287500000.0,Comedy,Music,
2676,Pitch Perfect 3,2017,93.0,"Comedy,Music",5.8,104900000.0,80500000.0,185400000.0,Comedy,Music,
1048,Pixels,2010,100.0,"Action,Comedy",4.6,78700000.0,166100000.0,244800000.0,Action,Comedy,
1049,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",5.6,78700000.0,166100000.0,244800000.0,Action,Comedy,Sci-Fi
1095,Planes,2013,91.0,"Adventure,Animation,Comedy",5.7,90300000.0,149000000.0,239300000.0,Adventure,Animation,Comedy
2178,Planes: Fire & Rescue,2014,83.0,"Adventure,Animation,Comedy",6.0,59200000.0,92200000.0,151400000.0,Adventure,Animation,Comedy
772,Playing for Keeps,2012,105.0,"Comedy,Romance,Sport",5.7,13100000.0,0.0,13100000.0,Comedy,Romance,Sport
121,Please Give,2010,87.0,"Comedy,Drama",6.6,4000000.0,280000.0,4280000.0,Comedy,Drama,
2056,Plot for Peace,2013,84.0,"Documentary,History,Thriller",6.7,7100.0,0.0,7100.0,Documentary,History,Thriller
408,Poetry,2010,139.0,Drama,7.8,356000.0,1900000.0,2256000.0,Drama,,
780,Point Blank,2015,92.0,"Crime,Documentary,History",8.2,708000.0,8500000.0,9208000.0,Crime,Documentary,History
779,Point Blank,2010,81.0,"Action,Crime,Drama",6.8,708000.0,8500000.0,9208000.0,Action,Crime,Drama
1495,Policeman,2011,105.0,Drama,6.2,11300.0,27000.0,38300.0,Drama,,
1041,Polisse,2011,127.0,"Crime,Drama",7.3,211000.0,20200000.0,20411000.0,Crime,Drama,
1415,Pompeii,2014,105.0,"Action,Adventure,Drama",5.5,23200000.0,94600000.0,117800000.0,Action,Adventure,Drama
2424,Pop Aye,2017,104.0,Drama,6.6,78000.0,0.0,78000.0,Drama,,
1576,Populaire,2012,111.0,"Comedy,Romance,Sport",6.9,179000.0,5300000.0,5479000.0,Comedy,Romance,Sport
2601,Porto,2016,76.0,"Drama,Romance",6.2,15100.0,0.0,15100.0,Drama,Romance,
2922,Poster Boys,2017,128.0,Comedy,5.6,97000.0,2400000.0,2497000.0,Comedy,,
1570,Postman Pat: The Movie,2014,88.0,"Animation,Comedy,Family",4.6,1500.0,1300000.0,1301500.0,Animation,Comedy,Family
741,Potiche,2010,103.0,Comedy,6.4,1600000.0,21600000.0,23200000.0,Comedy,,
593,Predators,2010,107.0,"Action,Adventure,Sci-Fi",6.4,52000000.0,75200000.0,127200000.0,Action,Adventure,Sci-Fi
1909,Predestination,2014,97.0,"Drama,Mystery,Sci-Fi",7.5,68400.0,0.0,68400.0,Drama,Mystery,Sci-Fi
781,Premium Rush,2012,91.0,"Action,Crime,Thriller",6.5,20300000.0,10800000.0,31100000.0,Action,Crime,Thriller
510,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror",5.8,10900000.0,5500000.0,16400000.0,Action,Comedy,Horror
106,Priest,2011,87.0,"Action,Adventure,Fantasy",5.7,29100000.0,49200000.0,78300000.0,Action,Adventure,Fantasy
49,Prince of Persia: The Sands of Time,2010,116.0,"Action,Adventure,Fantasy",6.6,90800000.0,245600000.0,336400000.0,Action,Adventure,Fantasy
534,Prisoners,2013,153.0,"Crime,Drama,Mystery",8.1,61000000.0,61100000.0,122100000.0,Crime,Drama,Mystery
1942,Project Almanac,2015,106.0,"Drama,Mystery,Sci-Fi",6.4,22300000.0,10900000.0,33200000.0,Drama,Mystery,Sci-Fi
1285,Project Nim,2011,93.0,Documentary,7.4,411000.0,0.0,411000.0,Documentary,,
979,Project X,2012,88.0,Comedy,6.7,54700000.0,48000000.0,102700000.0,Comedy,,
900,Prom,2011,104.0,"Comedy,Drama,Family",5.4,10100000.0,0.0,10100000.0,Comedy,Drama,Family
645,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,126500000.0,276900000.0,403400000.0,Adventure,Mystery,Sci-Fi
2929,Proud Mary,2018,89.0,"Action,Crime,Drama",4.9,20900000.0,876000.0,21776000.0,Action,Crime,Drama
2253,Pulling Strings,2013,111.0,"Comedy,Romance",6.0,5800000.0,2000000.0,7800000.0,Comedy,Romance,
839,Puncture,2011,100.0,"Biography,Drama",6.9,68900.0,0.0,68900.0,Biography,Drama,
30,Puss in Boots,2011,90.0,"Action,Adventure,Animation",6.6,149300000.0,405700000.0,555000000.0,Action,Adventure,Animation
2598,Pyaar Ka Punchnama 2,2015,137.0,"Comedy,Drama,Romance",7.3,223000.0,0.0,223000.0,Comedy,Drama,Romance
639,Quartet,2012,94.0,"Comedy,Drama",6.8,18400000.0,41100000.0,59500000.0,Comedy,Drama,
2502,Queen of Earth,2015,90.0,"Drama,Thriller",6.3,91200.0,0.0,91200.0,Drama,Thriller,
2583,Queen of Katwe,2016,124.0,"Biography,Drama,Sport",7.4,8900000.0,1500000.0,10400000.0,Biography,Drama,Sport
1870,R... Rajkumar,2013,146.0,Action,5.2,167000.0,0.0,167000.0,Action,,
82,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",5.6,33600000.0,44700000.0,78300000.0,Action,Adventure,Comedy
2990,RV: Resurrected Victims,2017,91.0,"Action,Mystery,Thriller",5.7,20400.0,0.0,20400.0,Action,Mystery,Thriller
409,Raajneeti,2010,163.0,"Crime,Drama",7.2,1500000.0,11100000.0,12600000.0,Crime,Drama,
473,Raavan,2010,130.0,"Action,Adventure,Crime",5.4,709000.0,648000.0,1357000.0,Action,Adventure,Crime
136,Rabbit Hole,2010,91.0,Drama,7.0,2200000.0,2900000.0,5100000.0,Drama,,
516,Race 2,2013,150.0,"Action,Crime,Thriller",5.3,1600000.0,0.0,1600000.0,Action,Crime,Thriller
1857,Ragnarok,2013,100.0,"Action,Adventure",5.9,1400.0,3700000.0,3701400.0,Action,Adventure,
2658,Railroad Tigers,2016,124.0,"Action,Comedy,War",5.9,218000.0,102000000.0,102218000.0,Action,Comedy,War
2864,Ralph Breaks the Internet,2018,112.0,"Adventure,Animation,Comedy",7.1,201100000.0,328100000.0,529200000.0,Adventure,Animation,Comedy
68,Ramona and Beezus,2010,103.0,"Adventure,Comedy,Family",6.6,26200000.0,1100000.0,27300000.0,Adventure,Comedy,Family
996,Rampart,2011,108.0,"Crime,Drama",5.8,973000.0,0.0,973000.0,Crime,Drama,
2102,Rangeelay,2013,129.0,"Action,Comedy,Drama",5.0,148000.0,0.0,148000.0,Action,Comedy,Drama
291,Rango,2011,107.0,"Adventure,Animation,Comedy",7.2,123500000.0,122200000.0,245700000.0,Adventure,Animation,Comedy
544,Rare Exports: A Christmas Tale,2010,84.0,"Adventure,Fantasy,Horror",6.7,236000.0,3800000.0,4036000.0,Adventure,Fantasy,Horror
